date,Low,High
2022-11-10,20359.490234375,21746.62109375
2022-11-11,20941.189453125,21746.62109375
2022-11-14,20359.490234375,21791.3671875
2022-11-15,19912.029296875,21388.65234375
2022-11-16,19912.029296875,22283.57421875
2022-11-17,22059.84375,23089.00390625
2022-11-18,21030.681640625,22373.06640625
2022-11-21,21567.63671875,22194.08203125
2022-11-22,21030.681640625,22283.57421875
2022-11-23,21299.16015625,22149.3359375
2022-11-24,21299.16015625,22015.09765625
2022-11-25,22059.84375,23089.00390625
2022-11-28,23357.48046875,24565.626953125
2022-11-29,23357.48046875,24520.880859375
2022-11-30,23849.689453125,25057.833984375
2022-12-01,23267.98828125,24789.357421875
2022-12-02,23312.734375,25013.087890625
2022-12-05,24878.849609375,25594.787109375
2022-12-06,24028.673828125,25594.787109375
2022-12-07,23939.181640625,24878.849609375
2022-12-08,24520.880859375,25863.265625
2022-12-09,24207.658203125,25102.580078125
2022-12-12,24565.626953125,25236.818359375
2022-12-13,24252.404296875,25236.818359375
2022-12-14,24923.595703125,25460.548828125
2022-12-15,24968.341796875,25281.564453125
2022-12-16,24834.103515625,25281.564453125
2022-12-19,24655.119140625,25505.294921875
2022-12-20,23804.943359375,25057.833984375
2022-12-21,24162.912109375,25057.833984375
2022-12-22,24610.373046875,25192.072265625
2022-12-23,24431.388671875,25013.087890625
2022-12-26,23267.98828125,24789.357421875
2022-12-27,23267.98828125,23939.181640625
2022-12-28,23536.466796875,24341.896484375
2022-12-29,24073.419921875,24610.373046875
2022-12-30,23939.181640625,24476.134765625
2023-01-03,24386.642578125,25057.833984375
2023-01-04,24968.341796875,25863.265625
2023-01-05,25281.564453125,25729.02734375
2023-01-06,25102.580078125,26176.48828125
2023-01-09,25684.279296875,26042.25
2023-01-10,25550.041015625,26131.7421875
2023-01-11,25594.787109375,26086.99609375
2023-01-12,25729.02734375,26131.7421875
2023-01-13,25415.802734375,26131.7421875
2023-01-16,25863.265625,26847.6796875
2023-01-17,26937.171875,27429.37890625
2023-01-18,27205.6484375,27608.36328125
2023-01-19,26981.91796875,27832.09375
2023-01-27,27026.6640625,27966.333984375
2023-01-30,26579.203125,26981.91796875
2023-01-31,26400.21875,27295.140625
2023-02-01,25505.294921875,27429.37890625
